"entity_name","case_no","date","status"
"Kaizen Holding OÜ","C230208","08.03.2023","in progress"
"kalao labs OÜ","C220579","01.07.2022","in progress"
"KapitalBanque OÜ","C210563","14.05.2021","cancelled"
"KapitalBanque OÜ","C220174","22.02.2022","finished"
"KapitalBanque OÜ","C201832","21.09.2020","cancelled"
"Kaps Limited OÜ","C220609","14.07.2022","in progress"
"Kato Solutions OÜ","C201029","20.05.2020","finished"
"KeyCorpMedia OÜ","C201384","03.07.2020","finished"
"KeyCorpMedia OÜ","C220583","03.07.2022","finished"
"KeyCorpMedia OÜ","C210747","03.07.2021","finished"
"KeyCorpMedia OÜ","C230328","23.03.2023","in progress"
"KH-Sports Promotion OÜ","C200478","16.03.2020","finished"
"Kirma Services OÜ","C201062","22.05.2020","finished"
"Kirma Services OÜ","C210970","10.09.2021","finished"
"Kirma Services OÜ","C210597","22.05.2021","finished"
"Kishor","C220811","30.09.2022","finished"
"Kishor","C220801","26.09.2022","finished"
"Kishor","C220802","26.09.2022","finished"
"Kishor","C230160","20.02.2023","in progress"
"Kishor","C220803","26.09.2022","finished"
"Kishor","C230161","20.02.2023","in progress"
"Kishor","C230162","20.02.2023","in progress"
"Kleinman Services OÜ","C201028","20.05.2020","finished"
"Koonti Capital OÜ","C210360","23.03.2021","finished"
"Korega Services OÜ","C220027","11.01.2022","finished"
"Korega Services OÜ","C210195","11.02.2021","in progress"
"Korega Services OÜ","C230023","11.01.2023","in progress"
"KRM Advisor OÜ","C200055","08.01.2020","finished"
"KRM Advisor OÜ","C200190","30.01.2020","finished"
"KRM Advisor OÜ","C191940","11.10.2019","finished"
"KRM Advisor OÜ","C200230","04.02.2020","finished"
"KRM Advisor OÜ","C192340","11.12.2019","finished"
"Kryptic Technology OÜ","C200786","23.04.2020","finished"
"Krypto Stack OÜ","C220219","06.03.2022","finished"
"Krypto Stack OÜ","C220749","05.09.2022","finished"
"Krypto Stack OÜ","C210654","05.06.2021","finished"
"Krypto Stack OÜ","C201175","05.06.2020","finished"
"Kryptobox OÜ","C210117","26.01.2021","in progress"
"Kryptobox OÜ","C210523","04.05.2021","finished"
"Kryptobox OÜ","C220398","03.05.2022","finished"
"Kögel","C201408","07.07.2020","cancelled"
"L.E. Solutions OÜ","C201706","02.09.2020","finished"
"L.E. Solutions OÜ","C220101","01.02.2022","on hold"
"L.E. Solutions OÜ","C210842","04.08.2021","finished"
"L.E. Solutions OÜ","C221167","07.11.2022","finished"
"L.E. Solutions OÜ","C230074","01.02.2023","on hold"
"Lacets Advisory OÜ","C220049","18.01.2022","finished"
"Lacets Advisory OÜ","C230047","18.01.2023","in progress"
"Lacets Advisory OÜ","C210076","18.01.2021","finished"
"Lalli Invest OÜ","C200382","01.03.2020","finished"
"Lalli Invest OÜ","C220262","21.03.2022","cancelled"
"Lalli Invest OÜ","C210258","01.03.2021","finished"
"Lalli Invest OÜ","C220194","01.03.2022","finished"
"Lamden OÜ","C200355","26.02.2020","finished"
"LAP Machinery Estonia OÜ","C211291","16.12.2021","finished"
"LAP Machinery Estonia OÜ","C221250","16.12.2022","finished"
"LAP Machinery Estonia OÜ","C202270","16.12.2020","finished"
"LaseTech OÜ","C202037","29.10.2020","finished"
"Lavina Yard OÜ","C210283","05.03.2021","finished"
"Lawact OÜ","C201546","28.07.2020","finished"
"Lawact OÜ","C210727","30.06.2021","finished"
"LDJCrypto OÜ","C201341","26.06.2020","finished"
"LDJCrypto OÜ","C210514","03.05.2021","finished"
"LDJCrypto OÜ","C202055","01.11.2020","cancelled"
"LDJCrypto OÜ","C201808","17.09.2020","finished"
"LegaLife OÜ","C220535","16.06.2022","finished"
"LegaLife OÜ","C221104","08.10.2022","in progress"
"Lensify OÜ","C201443","10.07.2020","cancelled"
"Leverage Marketing OÜ","C221156","02.11.2022","finished"
"Leverage Marketing OÜ","C221206","28.11.2022","in progress"
"Leverage Marketing OÜ","C211140","02.11.2021","finished"
"Leverage Marketing OÜ","C202056","02.11.2020","finished"
"LexCom Consult OÜ","C201847","23.09.2020","finished"
"LexCom Consult OÜ","C211216","21.11.2021","finished"
"LexCom Consult OÜ","C210596","22.05.2021","finished"
"LexCom Consult OÜ","C202148","21.11.2020","finished"
"LexCom Consult OÜ","C201061","22.05.2020","finished"
"Limaton OÜ","C230089","07.02.2023","in progress"
"Limaton OÜ","C210766","10.07.2021","finished"
"Limaton OÜ","C211202","17.11.2021","in progress"
"Limaton OÜ","C211273","10.12.2021","finished"
"Limaton OÜ","C201212","09.06.2020","finished"
"Limaton OÜ","C201213","09.06.2020","cancelled"
"Limaton OÜ","C220524","13.06.2022","finished"
"LIMITLEX PRO OÜ","C220808","28.09.2022","finished"
"LIMITLEX PRO OÜ","C220463","25.05.2022","finished"
"LIMITLEX PRO OÜ","C220504","06.06.2022","finished"
"LIMITLEX PRO OÜ","C220518","10.06.2022","finished"
"Liquidbit OÜ","C202293","22.12.2020","finished"
"Liquidbit OÜ","C211306","22.12.2021","cancelled"
"Little Publica OÜ","C220352","19.04.2022","finished"
"Little Publica OÜ","C230180","01.03.2023","in progress"
"Little Publica OÜ","C220408","04.05.2022","finished"
"LITWAM OÜ","C200887","05.05.2020","finished"
"Lmnto OÜ","C230158","19.02.2023","in progress"
"Lmnto OÜ","C220260","21.03.2022","finished"
"Lmnto OÜ","C210477","21.04.2021","finished"
"LONAS EESTI OÜ","C210917","27.08.2021","cancelled"
"LONAS EESTI OÜ","C201682","27.08.2020","finished"
"Long Hill Partnership OÜ","C201020","20.05.2020","finished"
"Lotens Services OÜ","C201025","20.05.2020","finished"
"LOVBYLOV Group OÜ","C190659","03.04.2019","finished"
"LUDOLINK OÜ","C230306","21.03.2023","in progress"
"LUDOLINK OÜ","C220361","21.04.2022","finished"
"LUDOLINK OÜ","C210473","21.04.2021","finished"
"LUMBERER OÜ","C210353","22.03.2021","finished"
"LUMBERER OÜ","C230129","14.02.2023","in progress"
"LUMBERER OÜ","C200637","07.04.2020","finished"
"LUMBERER OÜ","C220167","20.02.2022","finished"
"LYSIS OÜ","C201348","28.06.2020","finished"
"M C I Est OÜ","C200074","13.01.2020","finished"
"Madesa Europe OÜ","C211194","16.11.2021","finished"
"Madesa Europe OÜ","C230123","14.02.2023","finished"
"Madesa Europe OÜ","C230239","15.03.2023","finished"
"Madesa Europe OÜ","C210454","14.04.2021","cancelled"
"Madesa Europe OÜ","C201693","31.08.2020","finished"
"Madesa Europe OÜ","C220183","24.02.2022","finished"
"Madesa Europe OÜ","C220263","21.03.2022","finished"
"Madesa Europe OÜ","C201664","21.08.2020","finished"
"Madesa Europe OÜ","C210232","24.02.2021","finished"
"Magnus Artis OÜ","C220008","04.01.2022","finished"
"Magnus Artis OÜ","C211199","17.11.2021","finished"
"Magnus Artis OÜ","C202159","23.11.2020","finished"
"Magnus OÜ","C221144","24.10.2022","in progress"
"Mai","C210295","09.03.2021","cancelled"
"Manasloop OÜ","C230371","05.04.2023","in progress"
"Manville OÜ","C210284","06.03.2021","finished"
"Manville OÜ","C230111","14.02.2023","in progress"
"Manville OÜ","C220216","06.03.2022","finished"
"Maple Solutions OÜ","C221232","06.12.2022","finished"
"Maple Solutions OÜ","C210174","06.02.2021","finished"
"Maple Solutions OÜ","C230088","06.02.2023","finished"
"Maple Solutions OÜ","C220123","06.02.2022","finished"
"Mareartis OÜ on foundation","C210205","15.02.2021","cancelled"
"Marepaveo OÜ","C201975","15.10.2020","finished"
"Markab OÜ","C210515","03.05.2021","cancelled"
"Marquis Technologies OÜ","C220280","25.03.2022","finished"
"Marquis Technologies OÜ","C210372","25.03.2021","finished"
"Marquis Technologies OÜ","C230169","23.02.2023","finished"
"Masarik Media OÜ","C220066","20.01.2022","finished"
"Masarik Media OÜ","C230321","22.03.2023","in progress"
"Masarik Media OÜ","C201483","17.07.2020","finished"
"Masarik Media OÜ","C220615","17.07.2022","finished"
"Masarik Media OÜ","C210789","17.07.2021","finished"
"MasterGroup OÜ","C210767","11.07.2021","finished"
"MasterGroup OÜ","C201445","11.07.2020","finished"
"MasterGroup OÜ","C220598","11.07.2022","finished"
"MasterGroup OÜ","C230308","21.03.2023","in progress"
"Mastership Solutions A.D. OÜ","C201267","16.06.2020","cancelled"
"Matador Group OÜ","C230097","08.02.2023","in progress"
"Maxin Estonia OÜ on foundation","C220249","15.03.2022","in progress"
"MDCM Wealth OÜ","C210351","21.03.2021","finished"
"Meaningful Print SA","C221205","28.11.2022","in progress"
"Megalith Global Solutions OÜ","C220554","27.06.2022","finished"
"Megalith Global Solutions OÜ","C201002","19.05.2020","finished"
"Megalith Global Solutions OÜ","C210710","27.06.2021","finished"
"Megalith Global Solutions OÜ","C201345","27.06.2020","finished"
"Mellius AG","C201191","08.06.2020","finished"
"Mellius AG","C201367","30.06.2020","finished"
"Mellius AG","C202189","30.11.2020","finished"
"Mellius AG","C201838","22.09.2020","finished"
"Mellius AG","C201933","08.10.2020","finished"
"Mellius AG","C201563","31.07.2020","finished"
"Mellius AG","C201885","30.09.2020","finished"
"Mellius AG","C201824","18.09.2020","finished"
"Mellius Ltd.","C210919","27.08.2021","finished"
"Mellius Ltd.","C202321","29.12.2020","finished"
"Mellius Ltd.","C210796","21.07.2021","finished"
"Mellius Ltd.","C210635","31.05.2021","finished"
"Mellius Ltd.","C210799","22.07.2021","finished"
"Mellius Ltd.","C210249","26.02.2021","finished"
"MerchantTek OÜ","C220287","29.03.2022","finished"
"MerchantTek OÜ","C210492","27.04.2021","finished"
"MerchantTek OÜ","C210733","30.06.2021","finished"
"MerchantTek OÜ","C230175","27.02.2023","finished"
"Metropolis TechTrust OÜ","C202289","18.12.2020","finished"
"Millennial Ventures OÜ","C210961","09.09.2021","finished"
"Millennial Ventures OÜ","C220762","09.09.2022","finished"
"Millennial Ventures OÜ","C201739","09.09.2020","finished"
"Millennial Ventures OÜ","C210314","11.03.2021","finished"
"Millennial Ventures OÜ","C230252","16.03.2023","in progress"
"Milmo Services OÜ","C201042","21.05.2020","finished"
"Minamide","C201411","07.07.2020","cancelled"
"Mindvalley OÜ","C201432","08.07.2020","finished"
"MineCommerce OÜ","C210464","16.04.2021","finished"
"MineCommerce OÜ","C220349","16.04.2022","finished"
"MineCommerce OÜ","C211062","05.10.2021","finished"
"MineCommerce OÜ","C210200","12.02.2021","finished"
"MineCommerce OÜ","C230259","17.03.2023","finished"
"MineCommerce OÜ","C211220","22.11.2021","finished"
"Mirha Traders UAB","C210537","08.05.2021","cancelled"
"Mitz Partnership OÜ","C201043","21.05.2020","finished"
"MLBrandConsulting OÜ","C220380","28.04.2022","finished"
"MLBrandConsulting OÜ","C230136","14.02.2023","finished"
"MLBrandConsulting OÜ","C220225","08.03.2022","finished"
"Modern Health Group OÜ","C201565","01.08.2020","finished"
"Modern Health Group OÜ","C192182","18.11.2019","finished"
"Modern Health Group OÜ","C221201","24.11.2022","finished"
"Modern Health Group OÜ","C210832","01.08.2021","finished"
"Modern Health Group OÜ","C220647","01.08.2022","finished"
"Modirum Capital OÜ","C220675","10.08.2022","finished"
"Modirum Capital OÜ","C220171","21.02.2022","finished"
"Modirum Holding OÜ","C220144","14.02.2022","finished"
"Modirum MDPay OÜ","C210990","16.09.2021","finished"
"Modirum MDPay OÜ","C211283","14.12.2021","finished"
"Modirum Merchant Solutions OÜ","C211309","22.12.2021","finished"
"Monezium OÜ","C210438","09.04.2021","finished"
"Monezium OÜ","C230081","02.02.2023","cancelled"
"Monezium OÜ","C220333","09.04.2022","finished"
"MoneyBanque OÜ","C200434","05.03.2020","finished"
"MoneyBanque OÜ","C201268","16.06.2020","not started"
"MONEYTIZE OÜ","C210739","01.07.2021","finished"
"MONEYTIZE OÜ","C220542","19.06.2022","finished"
"MonkeyEmpire OÜ","C220254","18.03.2022","in progress"
"MonkeyEmpire OÜ","C230048","18.01.2023","finished"
"MoonEnergy OÜ","C201289","18.06.2020","finished"
"MoonEnergy OÜ","C220257","19.03.2022","finished"
"MoonEnergy OÜ","C230152","17.02.2023","in progress"
"MoonEnergy OÜ","C210717","28.06.2021","finished"
"MoonEnergy OÜ","C210423","07.04.2021","finished"
"MoonGroup OÜ","C220060","18.01.2022","finished"
"Moonlight Systems OÜ","C210731","30.06.2021","finished"
"Mosendo Digital OÜ","C230194","04.03.2023","finished"
"Mosendo Digital OÜ","C220308","03.04.2022","finished"
"Mosendo Digital OÜ","C210526","04.05.2021","finished"
"Mosendo Digital OÜ","C230288","20.03.2023","in progress"
"MultiSig OÜ","C201388","05.07.2020","cancelled"
"MULTITASK MACHINERY OÜ","C220466","26.05.2022","cancelled"
"MuyMuy OÜ on foundation","C230278","20.03.2023","finished"
"MYCOMEXCHANGE OÜ","C200940","11.05.2020","finished"
"MYCOMEXCHANGE OÜ","C210356","22.03.2021","finished"
"MYCOMEXCHANGE OÜ","C201765","11.09.2020","finished"
"Namiko Services OÜ","C201036","21.05.2020","finished"
"Nazarenko Holding OÜ","C221240","13.12.2022","cancelled"
"Nazarenko Holding OÜ","C221118","13.10.2022","in progress"
"Nazarenko Holding OÜ","C230385","10.04.2023","in progress"
"Nazarenko Holding OÜ","C220786","19.09.2022","finished"
"Natemia Europe OÜ","C211317","26.12.2021","finished"
"Natemia Europe OÜ","C221125","17.10.2022","in progress"
"Natemia Europe OÜ","C202309","26.12.2020","finished"
"Nebula OÜ","C200995","18.05.2020","finished"
"Nebula OÜ","C230264","17.03.2023","not started"
"Nebula OÜ","C201726","04.09.2020","finished"
"Nebula OÜ","C202125","16.11.2020","finished"
"Nebula OÜ","C201329","25.06.2020","finished"
"Nebula OÜ","C201225","10.06.2020","finished"
"Nebula OÜ","C220317","06.04.2022","finished"
"Nebula OÜ","C202204","01.12.2020","finished"
"Nebula OÜ","C220536","16.06.2022","in progress"
"Nebula OÜ","C210409","06.04.2021","finished"
"Nebula OÜ","C230200","07.03.2023","finished"
"Nebula OÜ","C201099","26.05.2020","finished"
"Nebula OÜ","C221131","19.10.2022","finished"
"Neironix OÜ","C211048","01.10.2021","in progress"
"Neironix OÜ","C210856","06.08.2021","finished"
"Neironix OÜ","C201581","06.08.2020","finished"
"Neironix OÜ","C220204","02.03.2022","cancelled"
"Nemausus OÜ","C230185","02.03.2023","finished"
"Nemausus OÜ","C230164","21.02.2023","finished"
"Netbit Services and Solutions OÜ","C201766","11.09.2020","cancelled"
"Netbit Services and Solutions OÜ","C202059","02.11.2020","finished"
"Netcore Limited OÜ","C210996","17.09.2021","finished"
"Netcore Limited OÜ","C201263","16.06.2020","finished"
"Netcore Limited OÜ","C201736","07.09.2020","finished"
"Netcore Limited OÜ","C210024","05.01.2021","finished"
"Netcore Limited OÜ","C201681","26.08.2020","finished"
"Netcore Limited OÜ","C201173","04.06.2020","finished"
"Netcore Limited OÜ","C201115","28.05.2020","finished"
"Netcore Limited OÜ","C210584","19.05.2021","finished"
"Netcore Limited OÜ","C210122","27.01.2021","finished"
"NEUFCAN OSAÜHING","C201285","17.06.2020","finished"
"Neugeist OÜ","C201399","06.07.2020","cancelled"
"Neugeist OÜ","C201387","05.07.2020","finished"
"Neutrin Ventures OÜ","C220118","04.02.2022","finished"
"Neutrin Ventures OÜ","C230390","11.04.2023","not started"
"Neutrin Ventures OÜ","C210163","04.02.2021","finished"
"Neutrin Ventures OÜ","C230085","04.02.2023","finished"
"NEXTB OÜ","C220163","18.02.2022","cancelled"
"NEXTB OÜ","C220164","18.02.2022","cancelled"
"NEXTB OÜ","C220162","18.02.2022","cancelled"
"NextHash OÜ","C201132","31.05.2020","finished"
"NHE Corp OÜ","C201927","08.10.2020","cancelled"
"NIAX OÜ","C202073","04.11.2020","cancelled"
"NIAX OÜ","C202182","27.11.2020","finished"
"NIAX OÜ","C210902","24.08.2021","finished"
"NIAX OÜ","C201857","24.09.2020","finished"
"Niko Technologies OÜ","C220780","16.09.2022","in progress"
"Niko Technologies OÜ","C201244","12.06.2020","finished"
"Niquid Tech OÜ","C210831","31.07.2021","finished"
"Niquid Tech OÜ","C201561","31.07.2020","finished"
"Niquid Tech OÜ","C220646","31.07.2022","finished"
"Niquid Tech OÜ","C230248","16.03.2023","not started"
"NJORD Advokaadibüroo OÜ","C230077","01.02.2023","finished"
"NJORD Advokaadibüroo OÜ","C220427","12.05.2022","finished"
"NobleTeam OÜ","C210639","01.06.2021","finished"
"Nobletech OÜ","C202310","26.12.2020","finished"
"Nobletech OÜ","C221276","30.12.2022","in progress"
"Nobletech OÜ","C211318","26.12.2021","finished"
"Nordasec OÜ","C202117","13.11.2020","finished"
"Nordasec OÜ","C201879","29.09.2020","finished"
"Nordbaltica OÜ","C210485","27.04.2021","finished"
"NordCross OÜ","C220785","19.09.2022","in progress"
"Nordfinex Exchange OÜ","C201118","28.05.2020","finished"
"Nordfinex Exchange OÜ","C202030","28.10.2020","finished"
"Nordfinex Exchange OÜ","C210108","25.01.2021","finished"
"Nordfinex Exchange OÜ","C220083","25.01.2022","finished"
"NordHedge OÜ","C221146","27.10.2022","finished"
"NordHedge OÜ","C202022","27.10.2020","finished"
"NordHedge OÜ","C220414","06.05.2022","finished"
"NordHedge OÜ","C211125","27.10.2021","finished"
"Nordic Events OÜ","C211157","08.11.2021","finished"
"Nordic Events OÜ","C221142","24.10.2022","finished"
"Nordic Events OÜ","C220252","16.03.2022","finished"
"Nordic Events OÜ","C230372","05.04.2023","in progress"
"Nordpower Holding OÜ","C221260","25.12.2022","finished"
"Nordpower Holding OÜ","C230268","17.03.2023","not started"
"Nordpower Holding OÜ","C202306","25.12.2020","finished"
"Nordpower Holding OÜ","C211315","25.12.2021","finished"
"Normask Services OÜ","C201040","21.05.2020","finished"
"Nosa Management OÜ","C200720","15.04.2020","finished"
"Notus Technologies OÜ","C210613","26.05.2021","finished"
"Notus Technologies OÜ","C230409","14.04.2023","in progress"
"Notus Technologies OÜ","C220434","14.05.2022","finished"
"Nouvorigo Ventures OÜ","C230364","04.04.2023","in progress"
"Nouvorigo Ventures OÜ","C230402","13.04.2023","in progress"
"Nouvorigo Ventures OÜ","C220638","28.07.2022","finished"
"Nouvorigo Ventures OÜ","C201636","14.08.2020","finished"
"Nouvorigo Ventures OÜ","C210818","28.07.2021","finished"
"NTGK OÜ","C230059","23.01.2023","in progress"
"O’PRECARE OÜ","C201137","01.06.2020","finished"
"Oblicity Estonia OÜ","C210280","04.03.2021","finished"
"Oblicity Estonia OÜ","C210102","22.01.2021","finished"
"Odee Cryptoexchange OÜ","C202205","02.12.2020","finished"
"Odee Cryptoexchange OÜ","C221219","02.12.2022","in progress"
"Odee Cryptoexchange OÜ","C211250","02.12.2021","finished"
"OgnisEst OÜ","C201993","21.10.2020","finished"
"OgnisEst OÜ","C211109","21.10.2021","in progress"
"OilTagro OÜ","C220654","05.08.2022","finished"
"OilTagro OÜ","C221160","03.11.2022","finished"
"Omega Exchange UAB","C220591","06.07.2022","finished"
"OmniMatrix OÜ","C210138","01.02.2021","cancelled"
"OmniMatrix OÜ","C201327","25.06.2020","finished"
"OmniMatrix OÜ","C200833","28.04.2020","finished"
"Omniwire OÜ","C210722","29.06.2021","finished"
"Omniwire OÜ","C220567","29.06.2022","finished"
"Omniwire OÜ","C201557","29.07.2020","finished"
"OneTrade OÜ","C230354","28.03.2023","in progress"
"OneTrade OÜ","C210651","04.06.2021","finished"
"OneTrade OÜ","C220500","04.06.2022","finished"
"OneTrade OÜ","C201167","04.06.2020","finished"
"Opportunity OÜ","C220351","18.04.2022","finished"
"Opportunity OÜ","C210583","19.05.2021","finished"
"Opportunity OÜ","C210687","17.06.2021","finished"
"Opportunity OÜ","C230276","19.03.2023","in progress"
"Opportunity OÜ","C230153","17.02.2023","in progress"
"OptiElement OÜ","C201694","31.08.2020","finished"
"Optilabs OÜ","C202288","18.12.2020","finished"
"Optilabs OÜ","C221154","01.11.2022","finished"
"Optivix OÜ","C201515","23.07.2020","finished"
"Orbix OÜ","C200117","19.01.2020","finished"
"Osaühing Baltrade Consulting","C211160","09.11.2021","cancelled"
"Osaühing Baltrade Consulting","C202095","09.11.2020","finished"
"Osaühing Bonner Holding","C210405","03.04.2021","finished"
"Osaühing Bonner Holding","C220307","03.04.2022","finished"
"Osaühing Bonner Holding","C230191","04.03.2023","finished"
"Osaühing Bonner Systems","C210005","04.01.2021","finished"
"Osaühing Bonner Systems","C220005","04.01.2022","finished"
"Osaühing Bonner Systems","C230005","04.01.2023","finished"
"Osaühing Bridgewater","C201320","24.06.2020","finished"
"Osaühing Bridgewater","C220456","23.05.2022","finished"
"Osaühing Bridgewater","C210704","24.06.2021","finished"
"Osaühing Bridgewater","C200372","27.02.2020","finished"
"Osaühing Bridgewater","C220551","24.06.2022","finished"
"Osaühing Bridgewater","C202215","03.12.2020","finished"
"Osaühing Eastwood Consulting","C210986","16.09.2021","finished"
"Osaühing Eastwood Consulting","C201794","16.09.2020","finished"
"Osaühing Eastwood Consulting","C230141","15.02.2023","finished"
"Osaühing Eastwood Consulting","C220779","16.09.2022","finished"
"Osaühing EMW Holding","C220282","27.03.2022","finished"
"Osaühing EMW Holding","C210378","27.03.2021","finished"
"Osaühing EMW Holding","C230171","25.02.2023","finished"
"osaühing Monterell","C202118","13.11.2020","finished"
"osaühing Monterell","C201898","02.10.2020","finished"
"osaühing SMAIDAR","C210692","19.06.2021","finished"
"osaühing SMAIDAR","C201299","19.06.2020","finished"
"Osaühing Stefano","C220474","28.05.2022","finished"
"Osaühing Stefano","C210621","28.05.2021","finished"
"OSCORP INDUSTRIAL OÜ","C201620","12.08.2020","finished"
"OSCORP INDUSTRIAL OÜ","C210777","14.07.2021","finished"
"OÜ 8","C200512","22.03.2020","finished"
"OÜ Partner-Card","C220382","29.04.2022","finished"
"ParamountDax OÜ","C201505","22.07.2020","cancelled"
"ParamountDax OÜ","C201511","22.07.2020","cancelled"
"ParamountDax OÜ","C201704","02.09.2020","cancelled"
"Parima eCommerce OÜ","C210100","21.01.2021","finished"
"Parima eCommerce OÜ","C230292","20.03.2023","not started"
"Parima eCommerce OÜ","C211299","21.12.2021","finished"
"Parima eCommerce OÜ","C221259","21.12.2022","finished"
"Parsec OÜ","C202025","27.10.2020","finished"
"Pascal Consulting OÜ","C201863","25.09.2020","finished"
"Paypolitan OÜ","C220240","12.03.2022","finished"
"Paypolitan OÜ","C210318","12.03.2021","finished"
"Paypolitan OÜ","C220090","28.01.2022","finished"
"Paypolitan OÜ","C210589","20.05.2021","finished"
"Paypolitan OÜ","C210281","04.03.2021","finished"
"Paypolitan OÜ","C230178","28.02.2023","finished"
"Paypolitan OÜ","C200466","12.03.2020","finished"
"Paypolitan OÜ","C230125","14.02.2023","finished"
"Paypolitan OÜ","C220730","30.08.2022","finished"
"PayStarx OÜ","C201311","22.06.2020","finished"
"Pensive Holdings OÜ","C230249","16.03.2023","in progress"
"Pensive Holdings OÜ","C220693","16.08.2022","finished"
"PeopleApps OÜ","C202238","08.12.2020","finished"
"Pexo Trading OÜ","C230345","27.03.2023","in progress"
"Pexo Trading OÜ","C201691","31.08.2020","finished"
"Pexo Trading OÜ","C220733","31.08.2022","finished"
"Pexo Trading OÜ","C210928","31.08.2021","finished"
"Pexo Trading OÜ","C210260","01.03.2021","cancelled"
"Pexo Trading OÜ","C230344","27.03.2023","not started"
"PlatonFinance OÜ","C210656","07.06.2021","finished"
"PlatonFinance OÜ","C201102","26.05.2020","finished"
"PlatonFinance OÜ","C210123","27.01.2021","finished"
"PlatonFinance OÜ","C211115","25.10.2021","finished"
"PlayMarketing OÜ","C210216","19.02.2021","finished"
"PlayMarketing OÜ","C230120","14.02.2023","finished"
"PlayMarketing OÜ","C220165","19.02.2022","finished"
"PlayMarketing OÜ","C220271","23.03.2022","finished"
"PlusCom Invest OÜ","C211241","01.12.2021","finished"
"PlusCom Invest OÜ","C221214","01.12.2022","finished"
"PlusCom Invest OÜ","C202193","01.12.2020","finished"
"PLUSQO OÜ","C202173","26.11.2020","finished"
"PLUSQO OÜ","C211233","26.11.2021","finished"
"PolarMotorSport OÜ","C201770","14.09.2020","finished"
"PolarMotorSport OÜ","C201773","15.09.2020","finished"
"Poldirect OÜ","C210063","14.01.2021","finished"
"Poldirect OÜ","C211270","09.12.2021","finished"
"PotPourri Est OÜ","C220155","17.02.2022","finished"
"PotPourri Est OÜ","C210210","17.02.2021","finished"
"PotPourri Est OÜ","C230110","14.02.2023","finished"
"PowerCryptoDevelopments OÜ","C230375","06.04.2023","in progress"
"PowerCryptoDevelopments OÜ","C200038","07.01.2020","cancelled"
"PowerCryptoDevelopments OÜ","C230368","05.04.2023","finished"
"Premiafin OÜ","C210475","21.04.2021","finished"
"Premiafin OÜ","C230157","19.02.2023","finished"
"Premiafin OÜ","C220259","21.03.2022","finished"
"PRIFINANCE ESTONIA OÜ","C210869","12.08.2021","finished"
"Prime Vital OÜ","C202143","19.11.2020","cancelled"
"Prime Vital OÜ","C200335","24.02.2020","finished"
"Prime Vital OÜ","C210226","23.02.2021","finished"
"PrimeVest Education (Europe) OÜ","C201381","02.07.2020","finished"
"Privacorp Technology OÜ","C201776","15.09.2020","finished"
"Privacorp Technology OÜ","C210983","15.09.2021","cancelled"
"PRO Foundation MTÜ","C201045","21.05.2020","finished"
"ProAdvisors OÜ","C221190","20.11.2022","finished"
"ProAdvisors OÜ","C202145","20.11.2020","finished"
"ProAdvisors OÜ","C230324","22.03.2023","in progress"
"ProAdvisors OÜ","C211214","20.11.2021","finished"
"ProCap Holding OÜ","C210228","23.02.2021","finished"
"ProCap Holding OÜ","C230121","14.02.2023","in progress"
"ProCap Holding OÜ","C220179","23.02.2022","finished"
"ProCap Invest OÜ","C221185","18.11.2022","finished"
"ProCap Invest OÜ","C230389","11.04.2023","not started"
"ProCap Invest OÜ","C211204","18.11.2021","finished"
"ProCap Invest OÜ","C202135","18.11.2020","finished"
"Promfix OÜ","C230260","17.03.2023","in progress"
"Promfix OÜ","C200277","13.02.2020","finished"
"PromodoGroup OÜ","C210336","17.03.2021","finished"
"PromodoGroup OÜ","C230142","15.02.2023","finished"
"PromodoGroup OÜ","C211303","21.12.2021","finished"
"PromodoGroup OÜ","C220253","17.03.2022","finished"
"Prospect Finance OÜ","C201039","21.05.2020","finished"
"PROTEI EUROPA OÜ","C220342","12.04.2022","finished"
"PROTEI EUROPA OÜ","C220460","24.05.2022","finished"
"PROTEI EUROPA OÜ","C220588","05.07.2022","finished"
"ProToken OÜ","C210483","23.04.2021","cancelled"
"ProToken OÜ","C200139","22.01.2020","finished"
"PROTRADEX OÜ","C202075","05.11.2020","finished"
"pueev OÜ","C230327","23.03.2023","finished"
"pueev OÜ","C220093","30.01.2022","finished"
"pueev OÜ","C221274","30.12.2022","finished"
"PulsarTech OÜ","C201793","15.09.2020","finished"
"PulsarTech OÜ","C210004","03.01.2021","finished"
"PulsarTech OÜ","C220002","03.01.2022","finished"
"PulsarTech OÜ","C230003","03.01.2023","finished"
"PulsarTech OÜ","C201331","25.06.2020","in progress"
"PulsarTech OÜ","C202234","08.12.2020","finished"
"PulsarTech OÜ","C201723","03.09.2020","finished"
"PulsarTech OÜ","C202250","11.12.2020","finished"
"PulsarTech OÜ","C201006","19.05.2020","finished"
"PulsarTech OÜ","C201256","15.06.2020","finished"
"PXC Development OÜ","C201603","10.08.2020","finished"
"PXC Development OÜ","C220602","12.07.2022","finished"
"PXC Development OÜ","C210771","12.07.2021","finished"
"PXC Development OÜ","C230304","21.03.2023","in progress"
"Q ITsec OÜ","C210791","20.07.2021","cancelled"
"Q.C. Estonian OÜ","C201183","05.06.2020","cancelled"
"Q.C. Estonian OÜ","C201184","05.06.2020","finished"
"Q.C. Estonian OÜ","C201181","05.06.2020","finished"
"Q.C. Estonian OÜ","C201185","05.06.2020","finished"
"Q.C. Estonian OÜ","C201391","06.07.2020","finished"
